date,sku_id,warehouse_id,supplier_id,region,units_sold,inventory_level,supplier_lead_time_days,reorder_point,order_quantity,unit_cost,unit_price,promotion_flag,stockout_flag,demand_forecast,year,month,day,day_of_week,is_weekend,monthly_avg_sales,sales_to_inventory_ratio,inventory_vs_reorder_gap,depletion_rate,days_until_reorder,stockout_risk,demand_std,safety_stock,lead_time_demand,calculated_reorder_point,reorder_point_diff
2024-10-08,SKU_1,WH_3,SUP_9,West,4.0,711.0,6.0,314,0.0,6.06,8.41,0,0,3.81,2024,10,8,1,0,11.032679738562091,0.00562587904359265,397.0,0.36775599128540304,1079.5201392446697,0,28.91217163277877,47.70508319408496,2.2065359477124185,49.91161914179738,-264.08838085820264
2024-10-09,SKU_1,WH_3,SUP_9,North,20.0,702.0,6.0,314,0.0,6.06,8.41,0,0,9.82,2024,10,9,2,0,11.032679738562091,0.028490028489987905,388.0,0.36775599128540304,1055.04739049605,0,28.91217163277877,47.70508319408496,2.2065359477124185,49.91161914179738,-264.08838085820264
2024-10-10,SKU_1,WH_3,SUP_9,North,0.0,702.0,6.0,314,0.0,6.06,8.41,0,0,20.15,2024,10,10,3,0,11.032679738562091,0.0,388.0,0.36775599128540304,1055.04739049605,0,28.91217163277877,47.70508319408496,2.2065359477124185,49.91161914179738,-264.08838085820264
2024-10-11,SKU_1,WH_3,SUP_9,South,18.0,684.0,6.0,314,0.0,6.06,8.41,0,0,15.16,2024,10,11,4,0,11.032679738562091,0.026315789473645736,370.0,0.36775599128540304,1006.1018929988105,0,28.91217163277877,47.70508319408496,2.2065359477124185,49.91161914179738,-264.08838085820264
2024-10-12,SKU_1,WH_3,SUP_9,West,5.0,679.0,6.0,314,0.0,6.06,8.41,0,0,9.26,2024,10,12,5,1,11.032679738562091,0.007363770250357344,365.0,0.36775599128540304,992.5059214717996,0,28.91217163277877,47.70508319408496,2.2065359477124185,49.91161914179738,-264.08838085820264
2024-10-13,SKU_1,WH_3,SUP_9,North,18.0,661.0,6.0,314,0.0,6.06,8.41,0,0,20.11,2024,10,13,6,1,11.032679738562091,0.027231467473483765,347.0,0.36775599128540304,943.5604239745602,0,28.91217163277877,47.70508319408496,2.2065359477124185,49.91161914179738,-264.08838085820264
2024-10-14,SKU_1,WH_3,SUP_9,East,8.0,653.0,6.0,314,0.0,6.06,8.41,0,0,20.15,2024,10,14,0,0,11.032679738562091,0.01225114854515735,339.0,0.36775599128540304,921.8068695313426,0,28.91217163277877,47.70508319408496,2.2065359477124185,49.91161914179738,-264.08838085820264
2024-10-15,SKU_1,WH_3,SUP_9,West,4.0,649.0,6.0,314,0.0,6.06,8.41,0,0,5.35,2024,10,15,1,0,11.032679738562091,0.006163328197217006,335.0,0.36775599128540304,910.9300923097339,0,28.91217163277877,47.70508319408496,2.2065359477124185,49.91161914179738,-264.08838085820264
2024-10-16,SKU_1,WH_3,SUP_9,North,9.0,640.0,6.0,314,0.0,6.06,8.41,0,0,3.15,2024,10,16,2,0,11.032679738562091,0.014062499999978028,326.0,0.36775599128540304,886.4573435611142,0,28.91217163277877,47.70508319408496,2.2065359477124185,49.91161914179738,-264.08838085820264
2024-10-17,SKU_1,WH_3,SUP_9,South,8.0,632.0,6.0,314,0.0,6.06,8.41,0,0,7.28,2024,10,17,3,0,11.032679738562091,0.012658227848081237,318.0,0.36775599128540304,864.7037891178967,0,28.91217163277877,47.70508319408496,2.2065359477124185,49.91161914179738,-264.08838085820264
2024-10-18,SKU_1,WH_3,SUP_9,North,5.0,627.0,6.0,314,0.0,6.06,8.41,0,0,1.82,2024,10,18,4,0,11.032679738562091,0.007974481658679467,313.0,0.36775599128540304,851.1078175908857,0,28.91217163277877,47.70508319408496,2.2065359477124185,49.91161914179738,-264.08838085820264
2024-10-19,SKU_1,WH_3,SUP_9,East,11.0,616.0,6.0,314,0.0,6.06,8.41,0,0,8.29,2024,10,19,5,1,11.032679738562091,0.01785714285711387,302.0,0.36775599128540304,821.1966802314616,0,28.91217163277877,47.70508319408496,2.2065359477124185,49.91161914179738,-264.08838085820264
2024-10-20,SKU_1,WH_3,SUP_9,East,10.0,606.0,9.0,314,0.0,6.06,8.41,0,0,9.51,2024,10,20,6,1,11.032679738562091,0.016501650164989272,292.0,0.36775599128540304,794.0047371774397,0,28.91217163277877,47.70508319408496,3.3098039215686272,51.01488711565359,-262.9851128843464
2024-10-21,SKU_1,WH_3,SUP_9,South,20.0,586.0,6.0,314,0.0,6.06,8.41,0,0,19.94,2024,10,21,0,0,11.032679738562091,0.03412969283270626,272.0,0.36775599128540304,739.6208510693958,0,28.91217163277877,47.70508319408496,2.2065359477124185,49.91161914179738,-264.08838085820264
2024-10-22,SKU_1,WH_3,SUP_9,North,5.0,466.0,6.0,314,0.0,6.06,8.41,0,0,6.28,2024,10,22,1,0,11.032679738562091,0.010729613733882554,152.0,0.36775599128540304,413.31753442113296,0,28.91217163277877,47.70508319408496,2.2065359477124185,49.91161914179738,-264.08838085820264
2024-10-23,SKU_1,WH_3,SUP_9,North,18.0,563.0,6.0,314,0.0,6.06,8.41,0,0,19.72,2024,10,23,2,0,11.032679738562091,0.03197158081699472,249.0,0.36775599128540304,677.0793820451455,0,28.91217163277877,47.70508319408496,2.2065359477124185,49.91161914179738,-264.08838085820264
2024-10-24,SKU_1,WH_3,SUP_9,West,15.0,548.0,6.0,314,0.0,6.06,8.41,0,0,17.25,2024,10,24,3,0,11.032679738562091,0.02737226277367268,234.0,0.36775599128540304,636.2914674641127,0,28.91217163277877,47.70508319408496,2.2065359477124185,49.91161914179738,-264.08838085820264
2024-10-25,SKU_1,WH_3,SUP_9,North,9.0,539.0,6.0,314,0.0,6.06,8.41,0,0,8.53,2024,10,25,4,0,11.032679738562091,0.016697588126128576,225.0,0.36775599128540304,611.8187187154929,0,28.91217163277877,47.70508319408496,2.2065359477124185,49.91161914179738,-264.08838085820264
2024-10-26,SKU_1,WH_3,SUP_9,East,14.0,525.0,9.0,314,0.0,6.06,8.41,0,0,14.56,2024,10,26,5,1,11.032679738562091,0.026666666666615872,211.0,0.36775599128540304,573.7499984398622,0,28.91217163277877,47.70508319408496,3.3098039215686272,51.01488711565359,-262.9851128843464
2024-10-27,SKU_1,WH_3,SUP_9,East,14.0,511.0,6.0,314,0.0,6.06,8.41,0,0,13.59,2024,10,27,6,1,11.032679738562091,0.027397260273918988,197.0,0.36775599128540304,535.6812781642316,0,28.91217163277877,47.70508319408496,2.2065359477124185,49.91161914179738,-264.08838085820264
2024-10-28,SKU_1,WH_3,SUP_9,North,20.0,496.0,6.0,314,0.0,6.06,8.41,0,0,9.72,2024,10,28,0,0,11.032679738562091,0.04032258064507999,182.0,0.36775599128540304,494.8933635831987,0,28.91217163277877,47.70508319408496,2.2065359477124185,49.91161914179738,-264.08838085820264
2024-10-29,SKU_1,WH_3,SUP_9,West,10.0,486.0,6.0,314,0.0,6.06,8.41,0,0,8.52,2024,10,29,1,0,11.032679738562091,0.02057613168720046,172.0,0.36775599128540304,467.7014205291768,0,28.91217163277877,47.70508319408496,2.2065359477124185,49.91161914179738,-264.08838085820264
2024-10-30,SKU_1,WH_3,SUP_9,East,11.0,475.0,6.0,314,0.0,6.06,8.41,0,0,8.83,2024,10,30,2,0,11.032679738562091,0.023157894736793354,161.0,0.36775599128540304,437.7902831697527,0,28.91217163277877,47.70508319408496,2.2065359477124185,49.91161914179738,-264.08838085820264
2024-10-31,SKU_1,WH_3,SUP_9,East,5.0,470.0,6.0,314,0.0,6.06,8.41,0,0,0.0,2024,10,31,3,0,11.032679738562091,0.01063829787231779,156.0,0.36775599128540304,424.19431164274175,0,28.91217163277877,47.70508319408496,2.2065359477124185,49.91161914179738,-264.08838085820264
2024-11-01,SKU_1,WH_3,SUP_9,North,19.0,451.0,6.0,314,0.0,6.06,8.41,0,0,23.44,2024,11,1,4,0,14.48993288590604,0.04212860310411945,137.0,0.48299776286353463,283.64520552668176,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-02,SKU_1,WH_3,SUP_9,South,12.0,439.0,6.0,314,0.0,6.06,8.41,0,0,20.15,2024,11,2,5,1,14.48993288590604,0.027334851936156413,125.0,0.48299776286353463,258.8003700060965,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-03,SKU_1,WH_3,SUP_9,North,8.0,431.0,6.0,314,0.0,6.06,8.41,0,0,5.7,2024,11,3,6,1,14.48993288590604,0.018561484918750436,117.0,0.48299776286353463,242.23714632570633,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-04,SKU_1,WH_3,SUP_9,North,3.0,428.0,6.0,314,0.0,6.06,8.41,0,0,0.0,2024,11,4,0,0,14.48993288590604,0.007009345794376147,114.0,0.48299776286353463,236.02593744556003,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-05,SKU_1,WH_3,SUP_9,West,10.0,418.0,6.0,314,0.0,6.06,8.41,0,0,10.23,2024,11,5,1,0,14.48993288590604,0.023923444976019323,104.0,0.48299776286353463,215.3219078450723,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-06,SKU_1,WH_3,SUP_9,South,12.0,406.0,6.0,314,0.0,6.06,8.41,0,0,9.96,2024,11,6,2,0,14.48993288590604,0.02955665024623262,92.0,0.48299776286353463,190.47707232448704,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-07,SKU_1,WH_3,SUP_9,West,7.0,399.0,6.0,314,0.0,6.06,8.41,0,0,3.92,2024,11,7,3,0,14.48993288590604,0.017543859649078838,85.0,0.48299776286353463,175.98425160414564,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-08,SKU_1,WH_3,SUP_9,South,16.0,383.0,6.0,314,0.0,6.06,8.41,0,0,16.42,2024,11,8,4,0,14.48993288590604,0.04177545691895098,69.0,0.48299776286353463,142.85780424336528,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-09,SKU_1,WH_3,SUP_9,East,13.0,370.0,6.0,314,0.0,6.06,8.41,0,0,16.06,2024,11,9,5,1,14.48993288590604,0.03513513513504018,56.0,0.48299776286353463,115.94256576273123,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-10,SKU_1,WH_3,SUP_9,West,8.0,362.0,6.0,314,0.0,6.06,8.41,0,0,8.52,2024,11,10,6,1,14.48993288590604,0.02209944751375111,48.0,0.48299776286353463,99.37934208234105,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-11,SKU_1,WH_3,SUP_9,South,13.0,349.0,6.0,314,0.0,6.06,8.41,0,0,2.98,2024,11,11,0,0,14.48993288590604,0.037249283667515044,35.0,0.48299776286353463,72.46410360170702,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-12,SKU_1,WH_3,SUP_9,South,24.0,325.0,6.0,314,0.0,6.06,8.41,0,0,22.79,2024,11,12,1,0,14.48993288590604,0.07384615384592663,11.0,0.48299776286353463,22.774432560536493,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-13,SKU_1,WH_3,SUP_9,North,7.0,318.0,6.0,314,0.0,6.06,8.41,0,0,5.17,2024,11,13,2,0,14.48993288590604,0.02201257861628298,4.0,0.48299776286353463,8.281611840195088,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-14,SKU_1,WH_3,SUP_9,West,15.0,303.0,6.0,314,0.0,6.06,8.41,0,0,12.56,2024,11,14,3,0,14.48993288590604,0.049504950494886124,-11.0,0.48299776286353463,-22.774432560536493,1,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-15,SKU_1,WH_3,SUP_9,North,0.0,756.0,6.0,314,453.0,6.06,8.41,0,0,0.0,2024,11,15,4,0,14.48993288590604,0.0,442.0,0.48299776286353463,915.1181083415572,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-16,SKU_1,WH_3,SUP_9,East,15.0,741.0,6.0,314,0.0,6.06,8.41,0,0,18.84,2024,11,16,5,1,14.48993288590604,0.020242914979729767,427.0,0.48299776286353463,884.0620639408257,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-17,SKU_1,WH_3,SUP_9,East,11.0,730.0,6.0,314,0.0,6.06,8.41,1,0,9.79,2024,11,17,6,1,14.48993288590604,0.01506849315066429,416.0,0.48299776286353463,861.2876313802892,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-18,SKU_1,WH_3,SUP_9,South,12.0,466.0,6.0,314,0.0,6.06,8.41,0,0,11.21,2024,11,18,0,0,14.48993288590604,0.025751072961318133,152.0,0.48299776286353463,314.70124992741336,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-19,SKU_1,WH_3,SUP_9,??UNKNOWN??,20.0,706.0,6.0,314,0.0,6.06,8.41,0,0,7.65,2024,11,19,1,0,14.48993288590604,0.028328611897976873,392.0,0.48299776286353463,811.5979603391187,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-20,SKU_1,WH_3,SUP_9,West,6.0,700.0,6.0,314,0.0,6.06,8.41,0,0,5.19,2024,11,20,2,0,14.48993288590604,0.008571428571416326,386.0,0.48299776286353463,799.175542578826,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-21,SKU_1,WH_3,SUP_9,West,15.0,685.0,6.0,314,0.0,6.06,8.41,0,0,19.15,2024,11,21,3,0,14.48993288590604,0.021897810218946136,371.0,0.48299776286353463,768.1194981780944,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-22,SKU_1,WH_3,SUP_9,North,1.0,684.0,6.0,314,0.0,6.06,8.41,1,0,0.0,2024,11,22,4,0,14.48993288590604,0.0014619883040914298,370.0,0.48299776286353463,766.0490952180456,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-23,SKU_1,WH_3,SUP_9,West,14.0,670.0,6.0,314,0.0,6.06,8.41,0,0,15.73,2024,11,23,5,1,14.48993288590604,0.020895522388028515,356.0,0.48299776286353463,737.0634537773628,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-24,SKU_1,WH_3,SUP_9,South,14.0,656.0,6.0,314,0.0,6.06,8.41,0,0,13.0,2024,11,24,6,1,14.48993288590604,0.021341463414601615,342.0,0.48299776286353463,708.07781233668,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-25,SKU_1,WH_3,SUP_9,South,15.0,641.0,6.0,314,0.0,6.06,8.41,0,0,13.16,2024,11,25,0,0,14.48993288590604,0.02340093603740499,327.0,0.48299776286353463,677.0217679359484,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-26,SKU_1,WH_3,SUP_9,North,15.0,626.0,6.0,314,0.0,6.06,8.41,0,0,18.7,2024,11,26,1,0,14.48993288590604,0.02396166134181476,312.0,0.48299776286353463,645.9657235352169,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-27,SKU_1,WH_3,SUP_9,East,8.0,618.0,6.0,314,0.0,6.06,8.41,0,0,7.37,2024,11,27,2,0,14.48993288590604,0.01294498381874928,304.0,0.48299776286353463,629.4024998548267,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-28,SKU_1,WH_3,SUP_9,West,17.0,601.0,6.0,314,0.0,6.06,8.41,0,0,12.65,2024,11,28,3,0,14.48993288590604,0.02828618968381317,287.0,0.48299776286353463,594.2056495339976,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-29,SKU_1,WH_3,SUP_9,West,0.0,601.0,6.0,314,0.0,6.06,8.41,0,0,6.16,2024,11,29,4,0,14.48993288590604,0.0,287.0,0.48299776286353463,594.2056495339976,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-11-30,SKU_1,WH_3,SUP_9,East,14.0,587.0,6.0,314,0.0,6.06,8.41,0,0,9.82,2024,11,30,5,1,14.48993288590604,0.02385008517883501,273.0,0.48299776286353463,565.2200080933147,0,28.91217163277877,47.70508319408496,2.8979865771812077,50.60306977126617,-263.3969302287338
2024-12-01,SKU_1,WH_3,SUP_9,North,15.0,572.0,6.0,314,0.0,6.06,8.41,0,0,12.8,2024,12,1,6,1,18.773333333333333,0.02622377622373038,258.0,0.6257777777777778,412.28693115934266,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-02,SKU_1,WH_3,SUP_9,North,15.0,557.0,6.0,314,0.0,6.06,8.41,1,0,12.61,2024,12,2,0,0,18.773333333333333,0.026929982046630288,243.0,0.6257777777777778,388.3167607431018,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-03,SKU_1,WH_3,SUP_9,North,16.0,541.0,6.0,314,0.0,6.06,8.41,0,0,11.99,2024,12,3,1,0,18.773333333333333,0.029574861367782673,227.0,0.6257777777777778,362.7485789657782,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-04,SKU_1,WH_3,SUP_9,West,20.0,521.0,9.0,314,0.0,6.06,8.41,0,0,14.8,2024,12,4,2,0,18.773333333333333,0.03838771593082843,207.0,0.6257777777777778,330.78835174412376,0,28.91217163277877,47.70508319408496,5.632,53.33708319408496,-260.662916805915
2024-12-05,SKU_1,WH_3,SUP_9,North,7.0,514.0,6.0,314,0.0,6.06,8.41,0,0,7.36,2024,12,5,3,0,18.773333333333333,0.01361867704277506,200.0,0.6257777777777778,319.6022722165447,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-06,SKU_1,WH_3,SUP_9,North,21.0,493.0,6.0,314,0.0,6.06,8.41,0,0,23.77,2024,12,6,4,0,18.773333333333333,0.042596348884294935,179.0,0.6257777777777778,286.0440336338075,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-07,SKU_1,WH_3,SUP_9,South,21.0,472.0,6.0,314,0.0,6.06,8.41,0,0,14.68,2024,12,7,5,1,18.773333333333333,0.044491525423634555,158.0,0.6257777777777778,252.4857950510703,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-08,SKU_1,WH_3,SUP_9,North,20.0,450.0,6.0,314,0.0,6.06,8.41,0,0,19.81,2024,12,8,6,1,18.773333333333333,0.04444444444434568,136.0,0.6257777777777778,217.3295451072504,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-09,SKU_1,WH_3,SUP_9,North,17.0,433.0,6.0,314,0.0,6.06,8.41,0,0,18.52,2024,12,9,0,0,18.773333333333333,0.03926096997681464,119.0,0.6257777777777778,190.1633519688441,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-10,SKU_1,WH_3,SUP_9,North,20.0,413.0,6.0,314,0.0,6.06,8.41,1,0,16.94,2024,12,10,1,0,18.773333333333333,0.04842615012094812,99.0,0.6257777777777778,158.2031247471896,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-11,SKU_1,WH_3,SUP_9,South,19.0,394.0,6.0,314,0.0,6.06,8.41,0,0,17.39,2024,12,11,2,0,18.773333333333333,0.04822335025368471,80.0,0.6257777777777778,127.84090888661787,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-12,SKU_1,WH_3,SUP_9,West,20.0,379.0,6.0,314,0.0,6.06,8.41,0,0,12.74,2024,12,12,3,0,18.773333333333333,0.05277044854867343,65.0,0.6257777777777778,103.87073847037702,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-13,SKU_1,WH_3,SUP_9,East,12.0,367.0,6.0,314,0.0,6.06,8.41,0,0,8.06,2024,12,13,4,0,18.773333333333333,0.032697547683834614,53.0,0.6257777777777778,84.69460213738434,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-14,SKU_1,WH_3,SUP_9,South,23.0,344.0,6.0,314,0.0,6.06,8.41,0,0,19.65,2024,12,14,5,1,18.773333333333333,0.0668604651160847,30.0,0.6257777777777778,47.9403408324817,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-15,SKU_1,WH_3,SUP_9,East,14.0,330.0,6.0,314,0.0,6.06,8.41,0,0,9.88,2024,12,15,6,1,18.773333333333333,0.04242424242411387,16.0,0.6257777777777778,25.568181777323574,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-16,SKU_1,WH_3,SUP_9,East,16.0,314.0,6.0,314,0.0,6.06,8.41,0,0,16.12,2024,12,16,0,0,18.773333333333333,0.050955414012576576,0.0,0.6257777777777778,0.0,1,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-17,SKU_1,WH_3,SUP_9,North,15.0,685.0,6.0,314,386.0,6.06,8.41,0,0,19.8,2024,12,17,1,0,18.773333333333333,0.021897810218946136,371.0,0.6257777777777778,592.8622149616904,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-18,SKU_1,WH_3,SUP_9,North,19.0,666.0,6.0,314,0.0,6.06,8.41,0,0,19.85,2024,12,18,2,0,18.773333333333333,0.028528528528485694,352.0,0.6257777777777778,562.4999991011186,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-19,SKU_1,WH_3,SUP_9,North,20.0,642.0,6.0,314,0.0,6.06,8.41,1,0,26.35,2024,12,19,3,0,18.773333333333333,0.031152647975029358,328.0,0.6257777777777778,524.1477264351333,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-20,SKU_1,WH_3,SUP_9,South,20.0,622.0,6.0,314,0.0,6.06,8.41,0,0,20.15,2024,12,20,4,0,18.773333333333333,0.032154340835961165,308.0,0.6257777777777778,492.1874992134788,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-21,SKU_1,WH_3,SUP_9,North,24.0,598.0,6.0,314,0.0,6.06,8.41,0,0,25.9,2024,12,21,5,1,18.773333333333333,0.040133779264146935,284.0,0.6257777777777778,453.83522654749345,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-22,SKU_1,WH_3,SUP_9,East,25.0,573.0,6.0,314,0.0,6.06,8.41,0,0,21.49,2024,12,22,6,1,18.773333333333333,0.04363001745193084,259.0,0.6257777777777778,413.88494252042534,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-23,SKU_1,WH_3,SUP_9,South,22.0,551.0,6.0,314,0.0,6.06,8.41,0,0,22.4,2024,12,23,0,0,18.773333333333333,0.03992740471862082,237.0,0.6257777777777778,378.72869257660545,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-24,SKU_1,WH_3,SUP_9,East,18.0,533.0,6.0,314,0.0,6.06,8.41,0,0,14.28,2024,12,24,1,0,18.773333333333333,0.03377110694177529,219.0,0.6257777777777778,349.9644880771164,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-25,SKU_1,WH_3,SUP_9,East,16.0,517.0,6.0,314,0.0,6.06,8.41,0,0,18.15,2024,12,25,2,0,18.773333333333333,0.030947775628566834,203.0,0.6257777777777778,324.39630629979285,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-26,SKU_1,WH_3,SUP_9,North,11.0,506.0,6.0,314,0.0,6.06,8.41,0,0,12.3,2024,12,26,3,0,18.773333333333333,0.021739130434739646,192.0,0.6257777777777778,306.8181813278829,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-27,SKU_1,WH_3,SUP_9,West,12.0,494.0,6.0,314,0.0,6.06,8.41,0,0,10.88,2024,12,27,4,0,18.773333333333333,0.02429149797565933,180.0,0.6257777777777778,287.6420449948902,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-28,SKU_1,WH_3,SUP_9,North,14.0,480.0,6.0,314,0.0,6.06,8.41,0,0,13.89,2024,12,28,5,1,18.773333333333333,0.029166666666605903,166.0,0.6257777777777778,265.2698859397321,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-29,SKU_1,WH_3,SUP_9,South,26.0,454.0,6.0,314,0.0,6.06,8.41,1,0,24.89,2024,12,29,6,1,18.773333333333333,0.05726872246683421,140.0,0.6257777777777778,223.72159055158127,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-12-30,SKU_1,WH_3,SUP_9,North,19.0,435.0,6.0,314,0.0,6.06,8.41,0,0,18.32,2024,12,30,0,0,18.773333333333333,0.043678160919439823,121.0,0.6257777777777778,193.35937469100952,0,28.91217163277877,47.70508319408496,3.7546666666666666,51.45974986075163,-262.54025013924837
2024-01-01,SKU_1,WH_4,SUP_2,East,15.0,522.0,9.0,333,0.0,6.93,10.7,0,0,14.01,2024,1,1,0,0,22.696774193548386,0.028735632183852996,189.0,0.7565591397849462,249.81523559930622,0,22.969122923782923,37.89905282424182,6.809032258064516,44.70808508230634,-288.29191491769365
2024-01-02,SKU_1,WH_4,SUP_2,North,21.0,501.0,9.0,333,0.0,6.93,10.7,0,0,24.22,2024,1,2,1,0,22.696774193548386,0.041916167664586994,168.0,0.7565591397849462,222.05798719938332,0,22.969122923782923,37.89905282424182,6.809032258064516,44.70808508230634,-288.29191491769365
2024-01-03,SKU_1,WH_4,SUP_2,North,26.0,475.0,9.0,333,0.0,6.93,10.7,0,0,27.45,2024,1,3,2,0,22.696774193548386,0.054736842105147926,142.0,0.7565591397849462,187.69187013281208,0,22.969122923782923,37.89905282424182,6.809032258064516,44.70808508230634,-288.29191491769365
2024-01-04,SKU_1,WH_4,SUP_2,East,21.0,454.0,9.0,333,0.0,6.93,10.7,0,0,23.48,2024,1,4,3,0,22.696774193548386,0.04625550660782763,121.0,0.7565591397849462,159.93462173288916,0,22.969122923782923,37.89905282424182,6.809032258064516,44.70808508230634,-288.29191491769365
2024-01-05,SKU_1,WH_4,SUP_2,North,23.0,431.0,9.0,333,0.0,6.93,10.7,0,0,21.3,2024,1,5,4,0,22.696774193548386,0.05336426914140751,98.0,0.7565591397849462,129.53382586630693,0,22.969122923782923,37.89905282424182,6.809032258064516,44.70808508230634,-288.29191491769365
2024-01-06,SKU_1,WH_4,SUP_2,South,31.0,400.0,9.0,333,0.0,6.93,10.7,0,0,34.99,2024,1,6,5,1,22.696774193548386,0.07749999999980625,67.0,0.7565591397849462,88.55884013308739,0,22.969122923782923,37.89905282424182,6.809032258064516,44.70808508230634,-288.29191491769365
