Date,SKU_ID,Warehouse_ID,Supplier_ID,Region,Units_Sold,Inventory_Level,Supplier_Lead_Time_Days,Reorder_Point,Order_Quantity,Unit_Cost,Unit_Price,Promotion_Flag,Stockout_Flag,Demand_Forecast
2024-01-14,SKU_1,WH_3,SUP_9,,26.0,586.0,6.0,314,0,6.06,8.41,0,0,32.33
2024-01-15,SKU_1,WH_3,SUP_9,North,23.0,563.0,6.0,314,0,6.06,8.41,1,0,23.53
2024-01-16,SKU_1,WH_3,SUP_9,West,28.0,535.0,6.0,314,0,6.06,8.41,1,0,25.83
2024-01-17,SKU_1,WH_3,SUP_9,South,30.0,505.0,6.0,314,0,6.06,8.41,0,0,33.74
2024-01-18,SKU_1,WH_3,SUP_9,East,18.0,,6.0,314,0,6.06,8.41,0,0,22.37
2024-01-19,SKU_1,WH_3,SUP_9,North,27.0,460.0,6.0,314,0,6.06,8.41,0,0,31.61
2024-01-20,SKU_1,WH_3,SUP_9,East,34.0,426.0,6.0,314,0,6.06,8.41,0,0,31.07
2024-01-21,SKU_1,WH_3,SUP_9,South,22.0,404.0,6.0,314,0,6.06,8.41,0,0,22.83
2024-01-22,SKU_1,WH_3,SUP_9,North,21.0,383.0,6.0,314,0,6.06,8.41,0,0,20.58
2024-01-23,SKU_1,WH_3,SUP_9,West,16.0,367.0,6.0,314,0,6.06,8.41,0,0,17.54
2024-01-24,SKU_1,WH_3,SUP_9,South,35.0,332.0,6.0,314,0,6.06,8.41,1,0,32.32
2024-01-25,SKU_1,WH_3,SUP_9,East,19.0,313.0,6.0,314,0,6.06,8.41,0,0,18.58
2024-01-26,SKU_1,WH_3,SUP_9,North,26.0,618.0,6.0,314,331,6.06,8.41,0,0,26.89
2024-01-27,SKU_1,WH_3,SUP_9,North,25.0,593.0,6.0,314,0,6.06,8.41,0,0,20.43
2024-01-28,SKU_1,WH_3,SUP_9,North,22.0,571.0,6.0,314,0,6.06,8.41,0,0,22.79
2024-01-29,SKU_1,WH_3,SUP_9,South,24.0,547.0,6.0,314,0,6.06,8.41,0,0,23.27
2024-01-30,SKU_1,WH_3,SUP_9,South,33.0,514.0,6.0,314,0,6.06,8.41,0,0,32.1
2024-01-31,SKU_1,WH_3,SUP_9,East,16.0,498.0,6.0,314,0,6.06,8.41,0,0,19.82
2024-02-01,SKU_1,WH_3,SUP_9,East,27.0,471.0,6.0,314,0,6.06,8.41,0,0,
2024-02-02,SKU_1,WH_3,SUP_9,South,23.0,448.0,6.0,314,0,6.06,8.41,0,0,26.98
2024-02-03,SKU_1,WH_3,SUP_9,East,-26.0,-1.0,6.0,314,0,-6.06,-8.41,0,0,-31.14
2024-02-04,SKU_1,WH_3,SUP_9,East,,404.0,6.0,314,0,6.06,8.41,0,0,16.98
2024-02-05,SKU_1,WH_3,SUP_9,South,21.0,383.0,6.0,314,0,6.06,8.41,0,0,16.86
2024-02-06,SKU_1,WH_3,SUP_9,East,30.0,353.0,6.0,314,0,6.06,8.41,0,0,29.29
2024-02-07,SKU_1,WH_3,SUP_9,West,18.0,335.0,6.0,314,0,6.06,8.41,0,0,11.89
2024-02-08,SKU_1,WH_3,SUP_9,East,24.0,311.0,6.0,314,0,6.06,8.41,0,0,N/A
2024-02-09,SKU_1,WH_3,SUP_9,South,missing,746.0,6.0,314,459,6.06,8.41,0,0,23.86
2024-02-10,SKU_1,WH_3,SUP_9,West,26.0,720.0,6.0,314,0,6.06,8.41,0,0,23.93
2024-02-11,SKU_1,WH_3,SUP_9,South,31.0,689.0,6.0,314,0,6.06,8.41,0,0,27.98
2024-02-12,SKU_1,WH_3,SUP_9,West,23.0,666.0,6.0,314,0,6.06,8.41,0,0,21.52
2024-02-13,SKU_1,WH_3,SUP_9,East,-31.0,-635.0,6.0,314,0,-6.06,-8.41,0,0,-33.87
2024-02-14,SKU_1,WH_3,SUP_9,West,25.0,610.0,6.0,314,0,6.06,8.41,0,0,23.16
2024-02-15,SKU_1,WH_3,SUP_9,North,46.0,564.0,6.0,314,0,6.06,8.41,1,0,40.04
2024-02-16,SKU_1,WH_3,SUP_9,North,32.0,532.0,6.0,314,0,6.06,8.41,0,0,30.6
2024-02-17,SKU_1,WH_3,SUP_9,North,30.0,502.0,6.0,314,0,6.06,8.41,0,0,28.3
2024-02-18,SKU_1,WH_3,SUP_9,East,27.0,475.0,6.0,314,0,6.06,8.41,0,0,20.34
2024-02-19,SKU_1,WH_3,SUP_9,South,30.0,445.0,6.0,314,0,6.06,8.41,0,0,29.14
2024-02-20,SKU_1,WH_3,SUP_9,South,20.0,425.0,6.0,314,0,6.06,8.41,0,0,20.04
2024-02-21,SKU_1,WH_3,SUP_9,West,26.0,,6.0,314,0,6.06,8.41,0,0,28.41
2024-02-22,SKU_1,WH_3,SUP_9,North,38.0,361.0,6.0,314,0,6.06,8.41,0,0,34.61
2024-02-23,SKU_1,WH_3,SUP_9,West,35.0,,6.0,314,0,6.06,8.41,0,0,33.08
2024-02-24,SKU_1,WH_3,SUP_9,South,28.0,,6.0,314,0,6.06,8.41,0,0,33.23
2024-02-25,SKU_1,WH_3,SUP_9,South,23.0,596.0,6.0,314,321,6.06,8.41,0,0,17.65
2024-02-26,SKU_1,WH_3,SUP_9,South,23.0,573.0,6.0,314,0,6.06,8.41,0,0,23.63
2024-02-27,SKU_1,WH_3,SUP_9,East,21.0,552.0,6.0,314,0,6.06,8.41,0,0,19.31
2024-02-28,SKU_1,WH_3,SUP_9,North,29.0,523.0,6.0,314,0,6.06,8.41,0,0,29.11
2024-02-29,SKU_1,WH_3,SUP_9,South,35.0,488.0,6.0,314,0,6.06,8.41,0,0,
2024-03-01,SKU_1,WH_3,SUP_9,,264.0,4176.0,6.0,314,0,6.06,8.41,0,0,83.82135208008158
2024-03-02,SKU_1,WH_3,SUP_9,West,30.0,434.0,6.0,314,0,6.06,8.41,0,0,32.77
2024-03-03,SKU_1,WH_3,SUP_9,North,36.0,398.0,6.0,314,0,6.06,8.41,1,0,41.79
2024-03-04,SKU_1,WH_3,SUP_9,East,31.0,367.0,,314,0,6.06,8.41,0,0,28.58
2024-03-05,SKU_1,WH_3,SUP_9,South,32.0,335.0,6.0,314,0,6.06,8.41,0,0,35.33
2024-03-06,SKU_1,WH_3,SUP_9,North,27.0,308.0,6.0,314,0,6.06,8.41,0,0,26.85
2024-03-07,SKU_1,WH_3,SUP_9,North,24.0,512.0,6.0,314,228,6.06,8.41,0,0,29.13
2024-03-08,SKU_1,WH_3,SUP_9,South,32.0,480.0,6.0,314,0,6.06,8.41,0,0,33.07
2024-03-09,SKU_1,WH_3,SUP_9,,35.0,445.0,6.0,314,0,6.06,8.41,0,0,35.4
2024-03-10,SKU_1,WH_3,SUP_9,South,27.0,418.0,6.0,314,0,6.06,8.41,0,0,26.18
2024-03-11,SKU_1,WH_3,SUP_9,South,22.0,396.0,6.0,314,0,6.06,8.41,0,0,21.39
2024-03-12,SKU_1,WH_3,SUP_9,South,351.0,1845.0,6.0,314,0,6.06,8.41,0,0,269.27342617238975
2024-03-13,SKU_1,WH_3,SUP_9,North,28.0,341.0,6.0,314,0,6.06,8.41,0,0,30.82
2024-03-14,SKU_1,WH_3,SUP_9,North,,311.0,6.0,314,0,6.06,8.41,0,0,33.54
2024-03-15,SKU_1,WH_3,SUP_9,West,35.0,495.0,,314,219,6.06,8.41,0,0,33.52
2024-03-16,SKU_1,WH_3,SUP_9,East,-37.0,-458.0,6.0,314,0,-6.06,-8.41,1,0,-35.29
2024-03-17,SKU_1,WH_3,SUP_9,South,26.0,432.0,6.0,314,0,6.06,8.41,0,0,25.45
2024-03-18,SKU_1,WH_3,SUP_9,East,27.0,405.0,6.0,314,0,6.06,8.41,0,0,26.61
2024-03-19,SKU_1,WH_3,SUP_9,West,28.0,377.0,6.0,314,0,6.06,8.41,0,0,34.33
2024-03-20,SKU_1,WH_3,SUP_9,,30.0,347.0,6.0,314,0,6.06,8.41,0,0,28.26
2024-03-21,SKU_1,WH_3,SUP_9,East,33.0,314.0,6.0,314,0,6.06,8.41,0,0,35.37
2024-03-22,SKU_1,WH_3,SUP_9,East,33.0,539.0,6.0,314,258,6.06,8.41,0,0,30.25
2024-03-23,SKU_1,WH_3,SUP_9,South,24.0,515.0,,314,0,6.06,8.41,0,0,
2024-03-24,SKU_1,WH_3,SUP_9,West,41.0,474.0,6.0,314,0,6.06,8.41,1,0,45.33
2024-03-25,SKU_1,WH_3,SUP_9,South,30.0,444.0,6.0,314,0,6.06,8.41,0,0,
2024-03-26,SKU_1,WH_3,SUP_9,South,,405.0,6.0,314,0,6.06,8.41,0,0,38.35
2024-03-27,SKU_1,WH_3,SUP_9,North,,382.0,6.0,314,0,6.06,8.41,0,0,24.06
2024-03-28,SKU_1,WH_3,SUP_9,West,34.0,348.0,6.0,314,0,6.06,8.41,0,0,33.53
2024-03-29,SKU_1,WH_3,SUP_9,South,40.0,308.0,6.0,314,0,6.06,8.41,0,0,44.26
2024-03-30,SKU_1,WH_3,SUP_9,North,32.0,699.0,6.0,314,423,6.06,8.41,0,0,35.09
2024-03-31,SKU_1,WH_3,SUP_9,South,24.0,675.0,6.0,314,0,6.06,8.41,0,0,26.67
2024-04-01,SKU_1,WH_3,SUP_9,West,30.0,645.0,6.0,314,0,6.06,8.41,0,0,25.41
2024-04-02,SKU_1,WH_3,SUP_9,West,24.0,621.0,6.0,314,0,6.06,8.41,0,0,26.1
2024-04-03,SKU_1,WH_3,SUP_9,East,29.0,,6.0,314,0,6.06,8.41,0,0,32.92
2024-04-04,SKU_1,WH_3,SUP_9,West,31.0,561.0,6.0,314,0,6.06,8.41,0,0,29.38
2024-04-05,SKU_1,WH_3,SUP_9,South,,532.0,6.0,314,0,6.06,8.41,0,0,
2024-04-06,SKU_1,WH_3,SUP_9,North,28.0,504.0,6.0,314,0,6.06,8.41,0,0,29.47
2024-04-07,SKU_1,WH_3,SUP_9,North,31.0,473.0,6.0,314,0,6.06,8.41,0,0,32.41
2024-04-08,SKU_1,WH_3,SUP_9,North,28.0,445.0,6.0,314,0,6.06,8.41,0,0,30.2
2024-04-09,SKU_1,WH_3,SUP_9,West,26.0,419.0,6.0,314,0,6.06,8.41,0,0,26.83
2024-04-10,SKU_1,WH_3,SUP_9,West,26.0,393.0,6.0,314,0,6.06,8.41,0,0,26.38
2024-04-11,SKU_1,WH_3,SUP_9,East,32.0,361.0,6.0,314,0,6.06,8.41,0,0,35.13
2024-04-12,SKU_1,WH_3,SUP_9,West,31.0,330.0,6.0,314,0,6.06,8.41,1,0,30.27
2024-04-13,SKU_1,WH_3,SUP_9,South,28.0,302.0,6.0,314,0,6.06,8.41,0,0,31.3
2024-04-14,SKU_1,WH_3,SUP_9,East,23.0,644.0,6.0,314,365,6.06,8.41,0,0,25.08
2024-04-15,SKU_1,WH_3,SUP_9,West,36.0,608.0,6.0,314,0,6.06,8.41,0,0,37.89
2024-04-16,SKU_1,WH_3,SUP_9,East,28.0,580.0,6.0,314,0,6.06,8.41,0,0,28.01
2024-04-17,SKU_1,WH_3,SUP_9,North,30.0,550.0,6.0,314,0,6.06,8.41,0,0,33.14
2024-04-18,SKU_1,WH_3,SUP_9,South,36.0,514.0,6.0,314,0,6.06,8.41,0,0,38.4
2024-04-19,SKU_1,WH_3,SUP_9,East,22.0,492.0,6.0,314,0,6.06,8.41,0,0,20.34
2024-04-20,SKU_1,WH_3,SUP_9,West,21.0,471.0,6.0,314,0,6.06,8.41,0,0,16.8
2024-04-21,SKU_1,WH_3,SUP_9,North,32.0,439.0,6.0,314,0,6.06,8.41,0,0,34.66
2024-04-22,SKU_1,WH_3,SUP_9,West,33.0,,6.0,314,0,6.06,8.41,0,0,31.94
2024-04-23,SKU_1,WH_3,SUP_9,North,37.0,369.0,6.0,314,0,6.06,8.41,1,0,33.17
2024-04-24,SKU_1,WH_3,SUP_9,East,37.0,332.0,6.0,314,0,6.06,8.41,0,0,38.06
2024-04-25,SKU_1,WH_3,SUP_9,South,31.0,301.0,6.0,314,0,6.06,8.41,0,0,28.36
2024-04-26,SKU_1,WH_3,SUP_9,North,32.0,580.0,6.0,314,311,6.06,8.41,0,0,31.8
2024-04-27,SKU_1,WH_3,SUP_9,South,33.0,547.0,6.0,314,0,6.06,8.41,0,0,34.5
2024-04-28,SKU_1,WH_3,SUP_9,South,30.0,517.0,6.0,314,0,6.06,8.41,0,0,32.15
2024-04-29,SKU_1,WH_3,SUP_9,South,30.0,487.0,6.0,314,0,6.06,8.41,0,0,26.55
2024-04-30,SKU_1,WH_3,SUP_9,West,29.0,458.0,6.0,314,0,6.06,8.41,0,0,28.1
2024-05-01,SKU_1,WH_3,SUP_9,West,24.0,434.0,6.0,314,0,6.06,8.41,0,0,23.55
2024-05-02,SKU_1,WH_3,SUP_9,East,32.0,402.0,6.0,314,0,6.06,8.41,0,0,28.77
2024-05-03,SKU_1,WH_3,SUP_9,West,31.0,371.0,6.0,314,0,6.06,8.41,0,0,28.59
2024-05-04,SKU_1,WH_3,SUP_9,North,27.0,344.0,6.0,314,0,6.06,8.41,0,0,26.05
2024-05-05,SKU_1,WH_3,SUP_9,West,29.0,315.0,6.0,314,0,6.06,8.41,0,0,29.22
2024-05-06,SKU_1,WH_3,SUP_9,West,32.0,283.0,6.0,314,0,6.06,8.41,1,0,32.99
2024-05-07,SKU_1,WH_3,SUP_9,West,,,6.0,314,270,6.06,8.41,0,0,24.76
2024-05-08,SKU_1,WH_3,SUP_9,West,24.0,502.0,6.0,314,0,6.06,8.41,0,0,23.89
2024-05-09,SKU_1,WH_3,SUP_9,East,26.0,476.0,6.0,314,0,6.06,8.41,0,0,25.28
2024-05-10,SKU_1,WH_3,SUP_9,North,39.0,437.0,6.0,314,0,6.06,8.41,1,0,35.35
2024-05-11,SKU_1,WH_3,SUP_9,,25.0,412.0,6.0,314,0,6.06,8.41,0,0,23.26
2024-05-12,SKU_1,WH_3,SUP_9,,31.0,381.0,6.0,314,0,6.06,8.41,0,0,35.5
2024-05-13,SKU_1,WH_3,SUP_9,South,28.0,353.0,6.0,314,0,6.06,8.41,0,0,
2024-05-14,SKU_1,WH_3,SUP_9,East,26.0,327.0,6.0,314,0,6.06,8.41,0,0,29.11
2024-05-15,SKU_1,WH_3,SUP_9,North,21.0,306.0,6.0,314,0,6.06,8.41,0,0,14.03
2024-05-16,SKU_1,WH_3,SUP_9,East,28.0,583.0,6.0,314,305,6.06,8.41,0,0,28.06
2024-05-17,SKU_1,WH_3,SUP_9,West,27.0,556.0,6.0,314,0,6.06,8.41,0,0,23.88
2024-05-18,SKU_1,WH_3,SUP_9,South,20.0,536.0,6.0,314,0,6.06,8.41,0,0,18.5
2024-05-19,SKU_1,WH_3,SUP_9,South,30.0,506.0,6.0,314,0,6.06,8.41,0,0,35.87
2024-05-20,SKU_1,WH_3,SUP_9,South,31.0,475.0,6.0,314,0,6.06,8.41,0,0,29.9
2024-05-21,SKU_1,WH_3,SUP_9,West,22.0,453.0,6.0,314,0,6.06,8.41,0,0,27.07
2024-05-22,SKU_1,WH_3,SUP_9,North,27.0,426.0,6.0,314,0,6.06,8.41,0,0,23.23
2024-05-23,SKU_1,WH_3,SUP_9,West,24.0,402.0,6.0,314,0,6.06,8.41,0,0,27.01
2024-05-24,SKU_1,WH_3,SUP_9,South,,369.0,6.0,314,0,6.06,8.41,0,0,29.5
2024-05-25,SKU_1,WH_3,SUP_9,East,24.0,345.0,6.0,314,0,6.06,8.41,0,0,24.69
2024-05-26,SKU_1,WH_3,SUP_9,,27.0,318.0,6.0,314,0,6.06,8.41,0,0,25.71
2024-05-27,SKU_1,WH_3,SUP_9,South,33.0,285.0,6.0,314,0,6.06,8.41,0,0,39.11
2024-05-28,SKU_1,WH_3,SUP_9,East,31.0,709.0,6.0,314,455,6.06,8.41,0,0,29.46
2024-05-29,SKU_1,WH_3,SUP_9,North,27.0,682.0,6.0,314,0,6.06,8.41,0,0,31.89
2024-05-30,SKU_1,WH_3,SUP_9,South,,663.0,6.0,314,0,6.06,8.41,0,0,21.04
2024-05-31,SKU_1,WH_3,SUP_9,West,37.0,626.0,6.0,314,0,6.06,8.41,0,0,38.87
2024-06-01,SKU_1,WH_3,SUP_9,West,26.0,600.0,6.0,314,0,6.06,8.41,0,0,27.13
2024-06-02,SKU_1,WH_3,SUP_9,North,20.0,580.0,6.0,314,0,6.06,8.41,0,0,17.37
2024-06-03,SKU_1,WH_3,SUP_9,South,24.0,556.0,6.0,314,0,6.06,8.41,0,0,21.27
2024-06-04,SKU_1,WH_3,SUP_9,East,32.0,524.0,6.0,314,0,6.06,8.41,1,0,33.72
2024-06-05,SKU_1,WH_3,SUP_9,North,23.0,,6.0,314,0,6.06,8.41,0,0,25.67
2024-06-06,SKU_1,WH_3,SUP_9,South,28.0,473.0,6.0,314,0,6.06,8.41,0,0,32.56
2024-06-07,SKU_1,WH_3,SUP_9,South,21.0,452.0,6.0,314,0,6.06,8.41,0,0,25.17
2024-06-08,SKU_1,WH_3,SUP_9,West,29.0,423.0,6.0,314,0,6.06,8.41,0,0,31.25
2024-06-09,SKU_1,WH_3,SUP_9,North,35.0,388.0,6.0,314,0,6.06,8.41,0,0,35.66
2024-06-10,SKU_1,WH_3,SUP_9,West,21.0,367.0,6.0,314,0,6.06,8.41,0,0,21.94
2024-06-11,SKU_1,WH_3,SUP_9,South,12.0,355.0,6.0,314,0,6.06,8.41,0,0,17.17
2024-06-12,SKU_1,WH_3,SUP_9,West,33.0,322.0,6.0,314,0,6.06,8.41,1,0,35.27
2024-06-13,SKU_1,WH_3,SUP_9,West,24.0,298.0,6.0,314,0,6.06,8.41,0,0,21.32
2024-06-14,SKU_1,WH_3,SUP_9,South,35.0,504.0,6.0,314,241,6.06,8.41,1,0,39.67
2024-06-15,SKU_1,WH_3,SUP_9,North,32.0,472.0,6.0,314,0,6.06,8.41,0,0,34.59
2024-06-16,SKU_1,WH_3,SUP_9,East,-25.0,-447.0,6.0,314,0,-6.06,-8.41,0,0,-30.55
2024-06-17,SKU_1,WH_3,SUP_9,North,19.0,428.0,6.0,314,0,6.06,8.41,1,0,15.83
2024-06-18,SKU_1,WH_3,SUP_9,East,29.0,399.0,6.0,314,0,6.06,8.41,0,0,29.41
2024-06-19,SKU_1,WH_3,SUP_9,,16.0,383.0,6.0,314,0,6.06,8.41,0,0,12.3
2024-06-20,SKU_1,WH_3,SUP_9,North,21.0,362.0,6.0,314,0,6.06,8.41,0,0,21.64
2024-06-21,SKU_1,WH_3,SUP_9,South,18.0,344.0,6.0,314,0,6.06,8.41,0,0,15.25
2024-06-22,SKU_1,WH_3,SUP_9,South,261.0,945.0,6.0,314,0,6.06,8.41,1,0,263.83253581657374
2024-06-23,SKU_1,WH_3,SUP_9,South,23.0,292.0,6.0,314,0,6.06,8.41,1,0,16.93
2024-06-24,SKU_1,WH_3,SUP_9,South,25.0,549.0,6.0,314,282,6.06,8.41,0,0,29.42
2024-06-25,SKU_1,WH_3,SUP_9,West,18.0,531.0,6.0,314,0,6.06,8.41,0,0,15.54
2024-06-26,SKU_1,WH_3,SUP_9,East,,506.0,6.0,314,0,6.06,8.41,0,0,23.6
2024-06-27,SKU_1,WH_3,SUP_9,South,26.0,480.0,6.0,314,0,6.06,8.41,1,0,28.1
2024-06-28,SKU_1,WH_3,SUP_9,South,14.0,466.0,6.0,314,0,6.06,8.41,0,0,
2024-06-29,SKU_1,WH_3,SUP_9,West,21.0,445.0,6.0,314,0,6.06,8.41,0,0,23.18
2024-06-30,SKU_1,WH_3,SUP_9,South,15.0,430.0,6.0,314,0,6.06,8.41,0,0,
2024-07-01,SKU_1,WH_3,SUP_9,West,26.0,404.0,6.0,314,0,6.06,8.41,0,0,N/A
2024-07-02,SKU_1,WH_3,SUP_9,North,14.0,390.0,6.0,314,0,6.06,8.41,0,0,16.77
2024-07-03,SKU_1,WH_3,SUP_9,West,160.0,1110.0,6.0,314,0,6.06,8.41,0,0,115.40541455062828
2024-07-04,SKU_1,WH_3,SUP_9,North,21.0,349.0,6.0,314,0,6.06,8.41,0,0,19.29
2024-07-05,SKU_1,WH_3,SUP_9,South,20.0,329.0,6.0,314,0,6.06,8.41,0,0,20.39
2024-07-06,SKU_1,WH_3,SUP_9,North,13.0,316.0,6.0,314,0,6.06,8.41,0,0,12.28
2024-07-07,SKU_1,WH_3,SUP_9,West,16.0,300.0,6.0,314,0,6.06,8.41,0,0,15.61
2024-07-08,SKU_1,WH_3,SUP_9,South,21.0,705.0,6.0,314,426,6.06,8.41,0,0,21.6
2024-07-09,SKU_1,WH_3,SUP_9,South,14.0,691.0,6.0,314,0,6.06,8.41,0,0,18.98
2024-07-10,SKU_1,WH_3,SUP_9,North,17.0,674.0,6.0,314,0,6.06,8.41,0,0,17.28
2024-07-11,SKU_1,WH_3,SUP_9,South,14.0,660.0,6.0,314,0,6.06,8.41,0,0,13.25
2024-07-12,SKU_1,WH_3,SUP_9,North,18.0,642.0,6.0,314,0,6.06,8.41,0,0,15.96
2024-07-13,SKU_1,WH_3,SUP_9,West,22.0,620.0,6.0,314,0,6.06,8.41,0,0,22.95
2024-07-14,SKU_1,WH_3,SUP_9,East,18.0,602.0,6.0,314,0,6.06,8.41,0,0,14.27
2024-07-15,SKU_1,WH_3,SUP_9,South,15.0,587.0,6.0,314,0,6.06,8.41,0,0,10.42
2024-07-16,SKU_1,WH_3,SUP_9,East,17.0,570.0,6.0,314,0,6.06,8.41,0,0,18.35
2024-07-17,SKU_1,WH_3,SUP_9,North,9.0,561.0,6.0,314,0,6.06,8.41,0,0,9.38
2024-07-18,SKU_1,WH_3,SUP_9,South,19.0,542.0,6.0,314,0,6.06,8.41,0,0,14.36
2024-07-19,SKU_1,WH_3,SUP_9,East,15.0,527.0,6.0,314,0,6.06,8.41,0,0,15.44
2024-07-20,SKU_1,WH_3,SUP_9,,22.0,505.0,6.0,314,0,6.06,8.41,0,0,20.44
2024-07-21,SKU_1,WH_3,SUP_9,West,17.0,488.0,,314,0,6.06,8.41,0,0,16.13
2024-07-22,SKU_1,WH_3,SUP_9,East,14.0,474.0,6.0,314,0,6.06,8.41,0,0,15.66
2024-07-23,SKU_1,WH_3,SUP_9,North,23.0,451.0,,314,0,6.06,8.41,0,0,24.31
2024-07-24,SKU_1,WH_3,SUP_9,South,18.0,433.0,6.0,314,0,6.06,8.41,0,0,17.44
2024-07-25,SKU_1,WH_3,SUP_9,South,15.0,418.0,6.0,314,0,6.06,8.41,0,0,12.72
2024-07-26,SKU_1,WH_3,SUP_9,South,3.0,415.0,6.0,314,0,6.06,8.41,0,0,1.03
2024-07-27,SKU_1,WH_3,SUP_9,North,7.0,408.0,6.0,314,0,6.06,8.41,0,0,10.27
2024-07-28,SKU_1,WH_3,SUP_9,East,14.0,394.0,6.0,314,0,6.06,8.41,0,0,11.88
2024-07-29,SKU_1,WH_3,SUP_9,West,20.0,374.0,6.0,314,0,6.06,8.41,0,0,24.04
2024-07-30,SKU_1,WH_3,SUP_9,West,200.0,2124.0,6.0,314,0,6.06,8.41,0,0,164.57697406335237
2024-07-31,SKU_1,WH_3,SUP_9,South,-19.0,-335.0,6.0,314,0,-6.06,-8.41,0,0,-18.58
2024-08-01,SKU_1,WH_3,SUP_9,South,9.0,326.0,6.0,314,0,6.06,8.41,0,0,3.64
2024-08-02,SKU_1,WH_3,SUP_9,South,10.0,316.0,6.0,314,0,6.06,8.41,0,0,7.88
2024-08-03,SKU_1,WH_3,SUP_9,South,16.0,300.0,6.0,314,0,6.06,8.41,0,0,15.0
2024-08-04,SKU_1,WH_3,SUP_9,East,14.0,679.0,6.0,314,393,6.06,8.41,0,0,9.45
2024-08-05,SKU_1,WH_3,SUP_9,South,9.0,670.0,6.0,314,0,6.06,8.41,0,0,5.66
2024-08-06,SKU_1,WH_3,SUP_9,,20.0,650.0,6.0,314,0,6.06,8.41,0,0,24.29
2024-08-07,SKU_1,WH_3,SUP_9,North,12.0,638.0,6.0,314,0,6.06,8.41,0,0,11.73
2024-08-08,SKU_1,WH_3,SUP_9,North,17.0,621.0,6.0,314,0,6.06,8.41,0,0,18.66
2024-08-09,SKU_1,WH_3,SUP_9,North,11.0,610.0,6.0,314,0,6.06,8.41,0,0,10.2
2024-08-10,SKU_1,WH_3,SUP_9,West,20.0,590.0,6.0,314,0,6.06,8.41,1,0,18.58
2024-08-11,SKU_1,WH_3,SUP_9,South,15.0,575.0,6.0,314,0,6.06,8.41,0,0,14.16
2024-08-12,SKU_1,WH_3,SUP_9,North,,563.0,6.0,314,0,6.06,8.41,0,0,13.26
2024-08-13,SKU_1,WH_3,SUP_9,East,14.0,549.0,6.0,314,0,6.06,8.41,0,0,14.91
2024-08-14,SKU_1,WH_3,SUP_9,East,24.0,525.0,6.0,314,0,6.06,8.41,1,0,22.58
2024-08-15,SKU_1,WH_3,SUP_9,South,12.0,513.0,6.0,314,0,6.06,8.41,0,0,7.91
2024-08-16,SKU_1,WH_3,SUP_9,East,6.0,507.0,6.0,314,0,6.06,8.41,0,0,7.72
2024-08-17,SKU_1,WH_3,SUP_9,East,13.0,494.0,6.0,314,0,6.06,8.41,0,0,9.83
2024-08-18,SKU_1,WH_3,SUP_9,North,8.0,486.0,6.0,314,0,6.06,8.41,0,0,7.33
2024-08-19,SKU_1,WH_3,SUP_9,South,10.0,476.0,6.0,314,0,6.06,8.41,0,0,7.14
2024-08-20,SKU_1,WH_3,SUP_9,West,14.0,462.0,6.0,314,0,6.06,8.41,0,0,12.93
2024-08-21,SKU_1,WH_3,SUP_9,East,11.0,451.0,6.0,314,0,6.06,8.41,0,0,10.92
2024-08-22,SKU_1,WH_3,SUP_9,West,11.0,440.0,6.0,314,0,6.06,8.41,0,0,11.09
2024-08-23,SKU_1,WH_3,SUP_9,West,16.0,424.0,6.0,314,0,6.06,8.41,0,0,12.85
2024-08-24,SKU_1,WH_3,SUP_9,East,12.0,412.0,6.0,314,0,6.06,8.41,0,0,13.33
2024-08-25,SKU_1,WH_3,SUP_9,East,19.0,393.0,6.0,314,0,6.06,8.41,0,0,20.23
2024-08-26,SKU_1,WH_3,SUP_9,West,8.0,385.0,6.0,314,0,6.06,8.41,0,0,8.21
2024-08-27,SKU_1,WH_3,SUP_9,North,45.0,1128.0,,314,0,6.06,8.41,0,0,33.07885162018389
2024-08-28,SKU_1,WH_3,SUP_9,North,10.0,366.0,6.0,314,0,6.06,8.41,0,0,7.31
2024-08-29,SKU_1,WH_3,SUP_9,South,6.0,360.0,6.0,314,0,6.06,8.41,0,0,3.08
2024-08-30,SKU_1,WH_3,SUP_9,North,11.0,349.0,6.0,314,0,6.06,8.41,0,0,9.03
2024-08-31,SKU_1,WH_3,SUP_9,West,20.0,329.0,6.0,314,0,6.06,8.41,0,0,19.53
2024-09-01,SKU_1,WH_3,SUP_9,East,17.0,312.0,6.0,314,0,6.06,8.41,0,0,17.94
2024-09-02,SKU_1,WH_3,SUP_9,South,24.0,651.0,6.0,314,363,6.06,8.41,1,0,25.03
2024-09-03,SKU_1,WH_3,SUP_9,West,9.0,642.0,6.0,314,0,6.06,8.41,0,0,9.47
2024-09-04,SKU_1,WH_3,SUP_9,East,16.0,626.0,6.0,314,0,6.06,8.41,0,0,
2024-09-05,SKU_1,WH_3,SUP_9,West,13.0,613.0,6.0,314,0,6.06,8.41,0,0,12.02
2024-09-06,SKU_1,WH_3,SUP_9,East,15.0,598.0,,314,0,6.06,8.41,0,0,16.02
2024-09-07,SKU_1,WH_3,SUP_9,South,15.0,,6.0,314,0,6.06,8.41,0,0,16.57
2024-09-08,SKU_1,WH_3,SUP_9,South,13.0,570.0,6.0,314,0,6.06,8.41,0,0,19.24
2024-09-09,SKU_1,WH_3,SUP_9,South,8.0,562.0,6.0,314,0,6.06,8.41,0,0,7.38
